,x1,y
0,118.80604232127774,235.4606337622141
1,77.90630756416556,195.65691215660584
2,109.1029727156454,193.94847252095218
3,122.76342003924027,230.12287637441113
4,70.84628606222194,152.1859750549712
5,88.39599217568059,165.37820392455848
6,89.38095944152612,169.32701292790068
7,103.18884049488058,185.43577906110522
8,87.63228962214042,165.70335891572176
9,77.50455783317369,151.869137966774
10,75.80763730223876,161.05949475295463
11,88.18067373504772,179.99329856988047
12,104.87440375448162,218.84867158735634
13,91.55214053783965,198.88436289619213
14,93.58457966314498,204.7121280217988
15,114.18365729087628,230.5222531087613
16,126.59499181960814,257.0040927970298
17,145.02313013191167,218.1787549982298
18,78.6230992337336,177.81993808798123
19,131.62175526376964,231.87680747679286
20,74.62439222965173,178.44350736410885
21,123.16990072771878,221.99692095102762
22,126.43535908195938,206.96387896396521
23,78.7192581686273,205.69770881319732
24,92.90490786945008,234.34108905182921
25,68.7237623084269,191.2493262440863
26,95.67343644078241,226.34514726891192
27,109.63005262019595,220.98665791583272
28,104.9721444491793,201.2736152980086
29,67.06276436929596,164.02408095329648
30,131.31952819345085,203.06955379047415
31,105.73473162073911,234.12048349837653
32,105.85215658467112,217.82330859759045
33,130.8697702248907,251.72846637905386
34,123.39364128793426,237.40794249481561
35,146.76026882465106,240.2561765848343
36,141.830206507654,297.7045988241657
37,112.02023133484016,187.5974129266521
38,122.54645691803319,211.55064847840802
39,133.27872009270774,246.03183772989834
40,98.32550858036288,245.8838790022061
41,100.63781400844177,187.70582661789882
42,122.05379012904874,231.58443667477306
43,138.62086809216538,260.0220955631937
44,113.79838697038193,233.8603925679915
45,101.25383661015366,235.16716514177077
46,90.46915583889326,163.8679265676148
47,49.13659694751231,161.81139070154154
48,102.16203848112826,229.7152163723115
49,120.81200918215505,207.89764824734044
50,105.39984922156484,233.30535078359932
51,85.54275689455535,204.49577224952526
52,129.76057361551713,230.1585433392006
53,112.77661343657877,222.48797925007284
54,87.24601473113786,175.37607007333014
55,79.94759711495968,201.32403969541343
56,89.11748883358962,174.7568410185743
57,77.07445540947532,206.3263563026252
58,87.05998498597242,158.6755147484505
59,81.54418256504829,197.9365678608094
60,105.42289782044108,219.00981409037405
61,97.95344163713663,219.22479785273464
62,78.74862720741261,186.8772240861856
63,112.59877472245931,213.9819566211596
64,101.44183224289759,182.98569114943865
65,136.37133862980966,271.2692887604163
66,84.4389724022694,179.20873216252986
67,105.55224405504572,177.09184029065963
68,69.34524775321222,155.51318789996535
69,68.3600019489382,195.00891053165378
70,104.35643843294277,202.82612981039819
71,120.87550795627314,209.4695444079329
72,85.00131544956608,161.3302063140931
73,54.8444951638043,162.0656012649864
74,93.36449236266058,198.65628026236192
75,102.97030182024788,213.66758187643921
76,110.19310442907332,196.14332664217355
77,105.10263263936577,179.2253963618362
78,98.62411913830013,243.01226078038457
79,114.20038308939854,191.8338713369874
80,113.71525049857988,225.4401077755448
